smiles	CYP3A4	hERG_pIC50
Nc1ccc(cc1NC(=O)c2ccc(nc2)N3CCC4(CCN(CC(F)(F)F)C4)CC3)c5cccs5	*	5.72
Nc1ccc(cc1NC(=O)c2ccc(nc2)N3CCC4(CCN(CCO)C4)CC3)c5cccs5	*	6.77
Nc1ccc(cc1NC(=O)c2ccc(nc2)N3CCC4(CCNC4)CC3)c5ccccc5	*	6.23
Nc1ccc(cc1NC(=O)c2ccc(nc2)N3CCC4(CCNC4)CC3)c5cccs5	*	6.1
Nc1ccc(cc1NC(=O)c2ccc(nc2)N3CCC4(CCNC4)CC3)c5ccsc5	*	5.92
Nc1ccc(cc1NC(=O)c2ccc(nc2)N3CCC4(CCNC4=O)CC3)c5cccs5	*	5.06
Nc1ccc(cc1O)c2ccc(N)c(O)c2	4.5	*
Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl	5.3	*
Nc1ccc(Cc2ccc(N)cc2)cc1	4.6	*
Nc1ccc(CCN2CCN(CC2)c3cccc(c3)C(F)(F)F)cc1	5.1	*
Nc1ccc(CCNc2ncnc3c2ncn3[C@@H]4O[C@@H](CO)[C@H](O)[C@@H]4O)cc1	4.6	*
Nc1ccc(Cl)c(Cl)c1	4.6	*
Nc1ccc(Cl)cc1Cl	4.5	*
Nc1ccc(Cl)cc1N	5.1	*
Nc1ccc(cn1)[C@@H]2C[C@H]2C(=O)Nc3ccc(cc3)S(=O)(=O)c4ccccc4	5.46	*
Nc1ccc(cn1)c2cnc(N)c(c2)c3ccc(Cl)cc3	*	5.75
Nc1ccc(cn1)c2cnc(NC(=O)CN(Cc3ccccc3)C(=O)c4ccncc4)s2	5.75	*
Nc1ccc(cn1)c2cnc3[nH]cc(c4ccc5[nH]ccc5c4)c3c2	5.38	*
Nc1ccc(cn1)c2cnc3nc(sc3c2)N4CCC(CC4)N5CCCCC5	*	4.71
Nc1ccc(cn1)c2nnc([nH]2)C3CCN(Cc4ccc(cc4)c5nc6C=CNC(=O)c6cc5c7ccccc7)CC3	*	5
Nc1ccc(cn1)c2nnc([nH]2)C3CCN(Cc4ccc(cc4)c5nc6nc(ncc6cc5c7ccccc7)N8CCN(CCO)CC8)CC3	*	5.13
Nc1ccc(cn1)S(=O)(=O)N2CCN(CC2)c3ncc(cc3c4cccnc4)C(O)(C(F)(F)F)C(F)(F)F	4.57	*
Nc1ccc(N(S(=O)(=O)c2ccccc2)S(=O)(=O)c3ccccc3)c(Cl)c1	7.5	*
Nc1ccc(N)c(c1)[N+](=O)[O-]	4.6	*
Nc1ccc(N)c(Cl)c1.OS(=O)(=O)O	5	*
Nc1ccc(N=Nc2ccccc2)c(N)n1	4.9	*
Nc1ccc(N2C(=O)c3ccccc3C2=O)c(Cl)c1	4.8	*
Nc1ccc(nc1)[C@@H]2CC[C@H](CC2)N3CC(C3)NC(=O)CNC(=O)c4cccc(c4)C(F)(F)F	*	4.43
Nc1ccc(Nc2ccccc2)cc1	4.7	*
Nc1ccc(O)c(c1)C(=O)O	4.4	*
Nc1ccc(O)cc1	4.6	*
Nc1ccc(Oc2ccc(N)cc2)cc1	4.5	*
Nc1ccc(Oc2ccc3nc(c4ccccc4)c(nc3c2)c5ccc(cc5)[N+](=O)[O-])cc1	5.45	*
Nc1ccc(s1)c2cccnc2	5.8	*
Nc1ccc(SC[C@@H]2CO[C@](CCc3ccc(Cl)cc3)(Cn4ccnc4)O2)cc1	7.55	*
Nc1ccc(SC[C@H]2CO[C@@](CCc3ccc(Cl)cc3)(Cn4ccnc4)O2)cc1	7.48	*
Nc1ccc(SC2=C(Cl)C(=O)N(N=C2)c3ccccc3)cc1	5.05	*
Nc1ccc(Sc2ccc(Cl)cc2)c(c1)C#N	5.25	*
Nc1ccc(Sc2ccc(N)cc2)cc1	4.9	*
Nc1ccc2[nH]c(SCc3ccccn3)nc2c1	6.28	*
Nc1ccc2C(=O)c3ccccc3C(=O)c2c1	5.6	*
Nc1ccc2C(=O)NC(=O)c3cccc1c23	5.5	*
Nc1ccc2c(COc3cc(F)c(Cl)c(Oc4cc(Cl)cc(c4)C#N)c3)n[nH]c2n1	5.36	*
Nc1ccc2cc3ccccc3cc2c1	4.8	*
NC1CCc2ccc(CCN3CCN(CC3)c4nsc5ccccc45)cc12	*	6.21
Nc1ccc2ccccc2c1	4.9	*
Nc1ccc2ncc(F)c(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1	*	8.49
Nc1ccc2oc(CCc3ccccc3)nc2c1	5.15	*
Nc1cccc(c1)C(=C2C=CC(=N)C=C2)c3cccc(N)c3.OC(=O)c4cc5ccccc5c(Cc6c(O)c(cc7ccccc67)C(=O)O)c4O	5.3	*
Nc1cccc(c1)c2c(O)ccc3cc(ccc23)c4cccc(O)c4	5.97	*
Nc1cccc(c1)c2ccc(Cc3ccncc3)cc2	5.82	*
Nc1cccc(c1)c2cccc(c2)c3c(N)[nH]nc3c4ccc(O)cc4	4.95	*
NC1CCCC(C1)NC(=O)[C@H](Cc2ccc(Cl)cc2Cl)NC(=O)C3(CC3)c4ccc(Cl)cc4Cl	6.38	*
Nc1cccc(N)c1	4.5	*
Nc1cccc(OCc2nc(N)nc(N)c2c3ccc(Cl)cc3)c1	5.8	*
Nc1cccc2c(N)cccc12	4.8	*
Nc1cccc2ccccc12	4.5	*
Nc1cccc2cnccc12	5.1	*
Nc1ccccc1C#Cc2ccccc2	4.8	*
Nc1ccccc1C#CCCCCO	4.8	*
Nc1ccccc1C(=O)\C=C/c2ccc3OCOc3c2	5.5	*
Nc1ccccc1C(=O)OCC(=O)Nc2ccc(Br)cc2F	4.85	*
Nc1ccccc1C(=O)OCCc2ccccc2	4.9	*
Nc1ccccc1N	4.7	*
Nc1ccccc1NC(=O)\C=C\c2ccc(cc2)[C@H]3CN(CCO)C[C@@H]3C(=O)Nc4ccc(Cl)cc4	5.7	4.82
Nc1ccccc1NC(=O)c2ccc(cc2)C3CCN(CCC(=O)Nc4ccccc4F)CC3	5	*
Nc1ccccc1NC(=O)c2ccc(cc2)c3ncc(CN4CCC4)cc3Cl	*	4.65
Nc1ccccc1NC(=O)c2ccc(CNC(=O)OCc3cccnc3)cc2	6.14	*
Nc1ccccc1NC(=O)c2ccc(CNC3=N[C@H](CS3)c4ccccc4)cc2	4.6	*
Nc1ccccc1NC(=O)c2ccc(CNc3nccc(n3)c4cccnc4)cc2	6.24	*
Nc1ccccc1NC(=O)c2ccc(nc2)N3CCC4(CC3)CNc5ccccc45	*	4.73
Nc1ccccc1NC(=O)c2ccc(nc2)N3CCC4(CC3)CNCc5ccccc45	*	5.75
Nc1ccccc1NC(=O)c2ccc(nc2)N3CCC4(CC3)N(CNC4=O)c5ccccc5	*	4.52
Nc1ccccc1NC(=O)c2ccc(nc2)N3CCC4(CCN(C4)S(=O)(=O)c5ccccc5)C3	*	4.55
Nc1ccccc1NC(=O)c2ccc(nc2)N3CCC4(CCNC4)CC3	*	4.67
Nc1ccccc1Oc2ncc(cc2Cl)C(F)(F)F	4.85	*
Nc1ccccc1S[C@@H](C[N+](=O)[O-])c2ccc3OCOc3c2	5.6	*
Nc1ccccc1Sc2ccccc2C#N	4.75	*
Nc1ccccc1SCc2csc(n2)c3ccc(Cl)cc3	6	*
NC1CCCN(C1)C2=Nc3c(Cl)cccc3C(=O)N2Cc4ccccc4C#N	6.89	*
Nc1cccnc1[C@@H]2CC[C@@H](CC2)N3CC(C3)NC(=O)CNc4ncnc5ccc(cc45)C(F)(F)F	*	5.08
Nc1cccnc1[C@@H]2CC[C@H](CC2)N3CC(C3)NC(=O)CNC(=O)c4cccc(c4)C(F)(F)F	*	4.36
Nc1cccnc1Sc2ccc(Cl)cc2	4.7	*
NC1CCN(CC1)C(=O)[C@H](Cc2ccc(Br)cc2)NC(=O)C3(CC3)c4ccc(Cl)cc4Cl	5.1	*
NC1CCN(CC1)c2nc(N)nc3cc(sc23)c4ccc(cc4)C(F)(F)F	*	5.22
Nc1ccnc(c1)N2CCC(CC2)(C(=O)N3CCc4ccccc4C3)c5ccccc5	*	7.46
Nc1ccnc(c1)N2CCC(CC2)(C(=O)Nc3ccc4ccccc4n3)c5ccccc5	*	7.77
Nc1ccnc(c1)N2CCC(CC2)(NC(=O)c3ccccn3)c4ccccc4	*	6.26
Nc1ccnc(c1)N2CCC(CC2)N3C(=O)N(c4ccccc4)c5cccnc35	*	6.04
Nc1ccnc(c1)N2CCC(CC2)N3C(=O)N(CC4CC4)c5cccnc35	*	6.13
Nc1ccnc(c1)N2CCC(CC2)N3C(=O)N(Cc4ccccc4)c5cccnc35	*	6.29
Nc1ccnc(c1)N2CCC3(CC2)OC(c4ccccc4)c5ccccc35	*	7.75
Nc1ccnc(Nc2ccc(Oc3ccc(cc3)C#N)cc2)n1	*	5.92
Nc1ccnc(Nc2ccc(Oc3ccc(cc3)C(F)(F)F)cc2)n1	*	6.05
Nc1ccnc(Nc2ccc(Oc3ccc(cc3)C4CC4)cc2)n1	*	6.3
Nc1ccnc(Nc2ccc(Oc3ccc(Cl)cc3)cc2)c1	*	7.3
Nc1ccnc(Nc2ccc(Oc3ccc(Cl)cc3)cc2)n1	*	6.37
Nc1ccnc(Nc2ccc(Oc3ccc(F)cc3)cc2)n1	*	5.72
Nc1ccnc(Nc2ccc(Oc3ccc(OC(F)(F)F)cc3)cc2)n1	*	7
Nc1ccnc(Nc2ccc(Oc3ccccc3Cl)cc2)n1	*	5.85
Nc1cnc(cn1)c2cnc3nc(sc3c2)N4CCC(CC4)N5CCCCC5	*	4.4
Nc1cncc(Nc2ccc(Oc3ccc(cc3)C(F)(F)F)cc2)n1	*	5.55
Nc1cncc(Nc2ccc(Oc3ccc(Cl)cc3)cc2)c1	*	6.8
Nc1cncc(Nc2ccc(Oc3ccc(Cl)cc3)cc2)n1	*	5.54
Nc1cncc(Nc2ccc(Oc3ccc(F)cc3)cc2)n1	*	5.96
Nc1cncc(Nc2ccc(Oc3ccc(OC(F)(F)F)cc3)cc2)n1	*	5.07
Nc1cnccc1[C@@H]2CC[C@@H](CC2)N3CC(C3)NC(=O)CNc4ncnc5ccc(cc45)C(F)(F)F	*	4.34
NC1COCC1Oc2ccc3ncc(F)c(CCC45CCC(CC4)(CO5)NCc6ccc7OCC(=O)Nc7n6)c3n2	*	5.44
NC1CONC1=O	4.4	*
Nc1n[nH]c(SCC(=O)Nc2ccccc2Sc3ccc(Cl)cc3)n1	6.15	*
Nc1n[nH]c2nc(cnc12)c3ccc(NS(=O)(=O)c4cc(Cl)ccc4F)cc3	4.54	*
Nc1n[nH]c2nc(cnc12)c3ccc(NS(=O)(=O)c4cccc(Cl)c4Cl)cc3	4.84	*
Nc1n[nH]c2nc3ccccc3nc12	6.9	*
Nc1nc(Br)c2c(F)cccc2c1c3ccc(Cl)cc3	4.7	*
Nc1nc(Br)c2c(F)cccc2c1c3ccc(F)cc3	4.65	*
Nc1nc(Br)c2c(F)cccc2c1c3ccccc3	4.85	*
Nc1nc(Br)c2ccccc2c1c3ccc(F)cc3	4.85	*
Nc1nc(CC(=O)Nc2ccc(C[C@@H]3CC[C@@H](N3)[C@H](O)c4ccccc4)cc2)cs1	*	4.72
Nc1nc(Cc2ccccc2)nc(Cc3ccccc3)c1c4ccccc4	5.5	*
Nc1nc(Cl)cc(n1)N2CCC(CC2)c3cc([nH]n3)c4ccc(Cl)cc4Cl	4.7	*
Nc1nc(cn1CC(O)c2ccc(cc2Cl)C(F)(F)F)c3ccc(F)cc3	*	4.6
Nc1nc(cn1CC(O)c2ccc(Cl)cc2Cl)C3CC3	*	5.35
Nc1nc(cs1)\C(=C\CC(=O)O)\C(=O)NC2C3SCC=C(N3C2=O)C(=O)O	4.5	*
Nc1nc(cs1)c2cccs2	5.4	*
Nc1nc(CSc2nnnn2c3ccc(Cl)cc3)nc(n1)N4CCOCC4	5.4	*
Nc1nc(N)c(c(Cc2cccc(c2)C(F)(F)F)n1)c3cccc(c3)C(F)(F)F	5.5	*
Nc1nc(N)c2nc(c(N)nc2n1)c3ccccc3	4.4	*
Nc1nc(N2CCNCC2)c3ccc(cc3n1)C4CC4	*	5.33
Nc1nc(N2CCNCC2)c3ccc(cc3n1)C4CCCC4	*	5.47
Nc1nc(N2CCNCC2)c3ccc(cc3n1)c4occc4	*	5.49
Nc1nc(NC2CCNC2)c3sc(cc3n1)c4ccc(cc4)C(F)(F)F	*	5.62
Nc1nc(NC2CCNCC2)c3sc(cc3n1)c4ccc(cc4)C(F)(F)F	*	6.05
Nc1nc(NC2CCOCC2)c3sc(cc3n1)c4ccc(cc4)C(F)(F)F	*	6.16
Nc1nc(NCCc2ccc(O)cc2)nc3nc(nn13)c4occc4	4.8	*
Nc1nc(O)c2ncn(COC(CO)CO)c2n1	4.6	*
Nc1nc(OCc2ccccc2)c3nc[nH]c3n1	5.1	*
Nc1nc(S)nc2c3ccccc3CC4(CCCC4)c12	4.7	*
Nc1nc(SC\C=C/c2ccccc2)c3nc[nH]c3n1	5.6	*
Nc1nc(SCC#N)c(C#N)c(C2CCCCC2)c1C#N	5.5	*
Nc1nc(SCC(=O)c2ccc(Br)cc2)c3nc[nH]c3n1	5.7	*
Nc1nc(SCc2ccc(cc2)[N+](=O)[O-])c3ncn([C@@H]4O[C@@H](CO)[C@@H](O)[C@H]4O)c3n1	4.8	*
Nc1nc(SCc2ccccc2)c3ncn(Cc4ccccc4)c3n1	5.4	*
Nc1nc(SCc2ccccc2[N+](=O)[O-])c3[nH]cnc3n1	5.5	*
Nc1nc(SCCc2ccccc2)c3nc[nH]c3n1	5.6	*
Nc1nc[nH]n1	4.8	*
Nc1nc2[C@@H](CCc2s1)C(=O)Nc3ccc(C[C@@H]4CC[C@@H](N4)[C@H](O)c5ccc(F)cc5)cc3	*	5.25
Nc1nc2[C@@H](CCc2s1)C(=O)Nc3ccc(C[C@@H]4CC[C@@H](N4)[C@H](O)c5cccc(Cl)c5)cc3	*	5.82
Nc1nc2[C@@H](CCc2s1)C(=O)Nc3ccc(C[C@@H]4CC[C@@H](N4)[C@H](O)c5cccc(F)c5)cc3	*	5.4
Nc1nc2[C@@H](CCc2s1)C(=O)Nc3ccc(C[C@@H]4CC[C@@H](N4)[C@H](O)c5ccccc5)cc3	4.07	4.9
Nc1nc2[C@@H](CCc2s1)C(=O)Nc3ccc(C[C@@H]4CC[C@@H](N4)[C@H](O)c5cccnc5)cc3	*	4.63
Nc1nc2c(cnn2CCc3ccccc3)c4nc(nn14)c5occc5	4.5	*
Nc1nc2cc3CCN(Cc4ccc(F)cc4)CCc3cc2s1	*	5.44
Nc1nc2cc3CCN(Cc4cccc(F)c4)CCc3cc2s1	*	5.17
Nc1nc2cc3CCN(Cc4ccccc4)CCc3cc2s1	*	5.11
Nc1nc2cc3CCN(Cc4ccccn4)CCc3cc2s1	*	4.89
Nc1nc2cc3CCN(Cc4cccnc4)CCc3cc2s1	*	4.68
Nc1nc2cc3CCN(Cc4cscn4)CCc3cc2s1	*	4.82
Nc1nc2cc3CCN(CCc3cc2s1)C4CC4	*	4.89
Nc1nc2ccc(cc2s1)[N+](=O)[O-]	4.5	*
Nc1nc2ccc(Cl)cc2c3nc(nn13)c4occc4	5.1	*
Nc1nc2ccc(NCC(F)(F)F)nc2n1CC(O)c3ccc(Cl)cc3Cl	*	5.46
Nc1nc2ccc(OC(F)(F)F)cc2s1	4.5	*
Nc1nc2ccc(OC3CCOC3)nc2n1CC(O)c4ccc(cc4Cl)C(F)(F)F	5.62	4.78
Nc1nc2ccccc2n1CC(O)c3ccc(Cl)cc3Cl	*	4.99
Nc1nc2CCCCCCc2c(c3cccc(O)c3)c1C#N	5.35	*
Nc1nc2CN(Cc2c(n1)c3c(Cl)cc(Cl)cc3OCCn4cc(F)cn4)C(=O)NCC(F)(F)F	6.1	*
Nc1nc2CN(Cc2c(n1)c3c(Cl)cc(Cl)cc3OCCn4cccn4)C(=O)NC56CC(C5)C6	5.96	*
Nc1nc2CN(Cc2c(n1)c3c(Cl)cc(Cl)cc3OCCn4cccn4)C(=O)NCC(F)(F)F	5.72	*
Nc1nc2OC(Cc2c3c(C#N)c(nc(N)c13)N4CCCCC4)c5ccccc5	6	*
Nc1ncc(c2ccccc2)n1CC3CCCO3	5.15	*
Nc1ncc(c2cnn(CCO)c2)c3scc(c4ccc(NC(=O)Nc5cccc(F)c5)cc4)c13	*	6
Nc1ncc(cc1c2ccc(cc2)C(F)(F)F)c3ccc(cc3)C(=O)N4CCNCC4	*	5.26
Nc1ncc(cc1c2ccc(cc2)C(F)(F)F)c3ccc(cc3)C(=O)N4CCOCC4	*	5.52
Nc1ncc(cc1c2ccc(nc2)C(F)(F)F)c3ccc(cc3)C(=O)N4CCNCC4	*	4.71
Nc1ncc(cc1c2ccc(nc2)C(F)(F)F)c3ccc(cc3)C(=O)N4CCOCC4	*	4.7
Nc1ncc(cn1)c2cnc3[nH]cc(c4ccc5[nH]ccc5c4)c3c2	4.66	*
Nc1ncc(nc1C(=O)Nc2ccccc2)c3cccnc3	5.7	*
Nc1ncc(nc1c2ccc(nc2)C(F)(F)F)c3ccc(cc3)C(=O)N4CCOCC4	*	4.7
Nc1ncc2c(coc2c1OC(CC#C)c3c(Cl)ccc(F)c3Cl)c4cnn(c4)C5CCNCC5	5.8	*
Nc1nccc(n1)c2c(ncn2C3CCCCC3)c4ccc(F)cc4	*	4.56
Nc1nccc(Nc2ccc(Oc3ccc(Cl)cc3)cc2)n1	*	6.5
Nc1nccc(Oc2ccc(NC(=O)C3=CC=CN(C3=O)c4ccc(F)cc4)cc2F)c1Cl	5.4	*
Nc1nccc(Oc2ccc(NC(=O)NC(=O)Cc3ccc(F)cc3)cc2F)c1C#C	6.1	*
Nc1nccc(Oc2ccc(NC(=O)NC(=O)Cc3ccc(F)cc3)cc2F)c1C#Cc4ccccn4	4.43	*
Nc1nccc(Oc2ccc(NC(=O)NC(=O)Cc3ccc(F)cc3)cc2F)c1C#CCO	6.16	*
Nc1nccc2cc(CNCCc3ccccc3)ccc12	*	5.5
Nc1nccc2cc(O[C@H]3CCCN(Cc4ccccc4)C3)ccc12	*	6.1
Nc1nccc2cc(O[C@H]3CCCNC3)ccc12	*	4.7
Nc1ncccc1C(=O)N2CC[C@H](NCc3cncn3Cc4ccc(cc4)C#N)C2=O	*	4.3
Nc1nccn1CC(O)c2ccc(Cl)cc2F	*	4.22
Nc1nccn1CC(O)c2cccc(Cl)c2Cl	*	4.66
Nc1nccn2c(nc(c3ccc4ccc(nc4c3)c5ccccc5)c12)[C@@H]6C[C@@H](C6)N7CCCC7	4.77	*
Nc1nccn2c(nc(c3ccc4ccc(nc4c3)c5ccccc5)c12)[C@@H]6C[C@@H](C6)N7CCCCC7	5.13	*
Nc1nccn2c(nc(c3ccc4ccc(nc4c3)c5ccccc5)c12)[C@@H]6C[C@@H](C6)N7CCOCC7	4.92	*
Nc1nccn2c(nc(c3ccc4ccc(nc4c3)c5ccccc5)c12)[C@@H]6C[C@@H](C6)N7CCSCC7	5.11	*
Nc1nccn2c(nc(c3ccc4ccc(nc4c3)c5ccccc5)c12)[C@@H]6C[C@@H](CN7CCC7)C6	4.77	*
Nc1nccn2c(nc(c3ccc4ccc(nc4c3)c5ccccc5)c12)C6CCC6	5.47	*
Nc1ncnc(N(C2CCCCC2)c3ccccc3)c1[N+](=O)[O-]	5.2	*
Nc1ncnc(Nc2ccc(Oc3ccc(Cl)cc3)cc2)n1	*	5.64
Nc1ncnc2c1c(cn2[C@@H]3C[C@H](CN4CCC4)C3)c5cccc(O)c5	*	6.38
Nc1ncnc2c1c(cn2[C@@H]3C[C@H](CN4CCC4)C3)c5cccc(OC[C@@H]6CCCO6)c5	*	5.44
Nc1ncnc2c1c(cn2[C@@H]3C[C@H](CN4CCC4)C3)c5cccc(OCC67CCC(CC6)O7)c5	*	5.96
Nc1ncnc2c1c(cn2[C@@H]3C[C@H](CN4CCC4)C3)c5cccc(OCc6ccccc6)c5	*	6.89
Nc1ncnc2c1c(cn2C3CCCC3)c4ccc(Oc5ccccc5)cc4	5.5	*
Nc1ncnc2c1ncn2[C@@H]3O[C@H]([C@H](O)[C@@H]3O)C(=O)NC4CC4	6	*
Nc1ncnc2c1ncn2C3OC(CO)C(O)C3O	4.9	*
Nc1ncnc2nc([nH]c12)c3ccc(C[P+](c4ccccc4)(c5ccccc5)c6ccccc6)cc3	6.1	*
Nc1ncncc1c2ccc(cc2)[N+](=O)[O-]	4.9	*
Nc1nn2c(O)c3CCCCc3nc2c1N=Nc4ccccc4	5.3	*
Nc1nnc(CC(=O)N\N=C\c2cccc(c2)[N+](=O)[O-])s1	4.55	*
Nc1nnc(SCCOc2cccc(Br)c2)s1	4.9	*
Nc1nnc2c3cc(c4ccccc4)c(nc3ccn12)c5ccc(CN6CCC(CC6)c7n[nH]c(n7)c8ccccn8)cc5	*	5.27
Nc1noc2ccc(cc12)c3cc(Cl)ccc3Oc4cc(F)c(cc4F)S(=O)(=O)Nc5ncns5	7.11	*
Nc1nonc1c2nc3ccccc3n2Cc4ccc(F)cc4Cl	4.85	*
Nc1nonc1c2noc(CCCN3C(=O)c4ccccc4C3=O)n2	5.1	*
Nc1nonc1n2nncc2c3ccccc3	4.8	*
Nc1oc2cc(Cl)cc(C(=O)N[C@@H]3CN4CCC3CC4)c2n1	*	5.32
NCC#Cc1c(N)nccc1Oc2ccc(NC(=O)NC(=O)Cc3ccc(F)cc3)cc2F	5.75	*
NCC#Cc1ccccc1	4.8	*
NCC#Cc1cccnc1	4.82	*
NCC(=O)N(Cc1cccnc1)c2ccc(cc2)c3nc4ccccc4s3	4.89	*
NCC(=O)N1CCN(CC1)c2cnc3cc(cc(NCc4cccc(c4)[N+](=O)[O-])c3c2)C(F)(F)F	*	4.74
NCC(=O)N1CCn2c(C1)nc(c2Nc3ccc4OCOc4c3)c5ccccc5	*	4.72
NCC(=O)N1CCn2c(C1)nc(c3ccc(F)cc3)c2Nc4ccc(Cl)c(F)c4	*	4.68
NCC(=O)OCc1ccc(cc1)C2=CN(Cc3c(F)cccc3C(F)(F)F)C(=O)N(C[C@H](N)c4ccccc4)C2=O	6.17	*
NCC(CC(=O)O)c1ccc(Cl)cc1	7.5	*
NCC(O)COc1ccc2ncc(F)c(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1	*	5.48
NCC(O)COc1ccccc1C(=O)CCc2ccccc2	*	4.36
NCC[C@@H]1C[C@H](c2ccc(Cl)c(Cl)c2)c3ccccc3C1	*	5.82
NCC[C@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)c3ccccc3C1	*	4.88
NCC1(COc2ccc3ncc(F)c(CCC45CCC(CC4)(CO5)NCc6ccc7OCC(=O)Nc7n6)c3n2)CC1	*	5.12
NCc1c(N)nc(nc1c2ccc(Cl)cc2Cl)c3ccccc3	5	*
NCc1ccc(cc1)C2=CN(Cc3c(F)cccc3C(F)(F)F)C(=O)N(C[C@H](N)c4ccccc4)C2=O	5.04	*
NCC1CCC(CNc2nc(NCc3ccccc3Cl)ncc2[N+](=O)[O-])CC1	5.85	*
NCc1ccc(F)c(c1)C2CCN(CC2)C(=O)c3cc(cc(c3)c4onc(n4)c5cccs5)C(=O)N	*	4.77
NCc1ccc(F)c(c1)C2CCN(CC2)C(=O)c3cc(cc(c3)c4onc(n4)c5cccs5)C(=O)O	*	4.12
NCc1ccc(F)c(c1)C2CCN(CC2)C(=O)c3cccc(c3)c4onc(n4)c5cccs5	*	6.1
NCC1CCC(O1)c2cccnc2	4.19	*
NCc1ccc(s1)c2ccccc2	4.02	*
NCc1ccc(s1)c2cccnc2	4.53	*
NCc1ccc(s1)c2cccnc2.N=Cc3ccc(s3)c4cccnc4.N=Cc5ccc(s5)c6cccnc6	4.11	*
NCc1noc(n1)c2nn(Cc3ccccc3)c4ccccc24	5.51	*
NCC1O[C@H](O[C@H]2[C@H](N)C[C@H](N)[C@@H](O[C@H]3OC(CO)C(O)C(N)C3O)C2O)[C@@H](N)CC1O	4.4	*
NCc1oc(cc1)c2ccccc2	4.2	*
NCc1oc(cc1)c2cccnc2	4.63	*
NCCC(=O)NCCc1c[nH]cn1	4.4	*
NCCC(Oc1ccc(cc1)C(F)(F)F)c2ccccc2	*	5.64
NCCc1c[nH]c2ccc(O)cc12	4.4	*
NCCc1c[nH]c2ccccc12	4.4	*
NCCc1cn(c2ccccc12)S(=O)(=O)c3c(Cl)nc4sccn34	4.48	*
NCCCCCC(=O)NCc1cccnc1	5	*
NCCCCCCCCCCNS(=O)(=O)c1cccc2c(Cl)cccc12	5.6	*
NCCCCCCNS(=O)(=O)c1ccc2c(Cl)cccc2c1	4.9	*
NCCCCCCNS(=O)(=O)c1cccc2c(Cl)cccc12	5.4	*
NCCCCCCNS(=O)(=O)c1cccc2ccccc12	5.2	*
NCCCCNS(=O)(=O)c1ccc2c(Cl)cccc2c1	4.6	*
NCCCCNS(=O)(=O)c1cccc2c(Cl)cccc12	4.6	*
NCCCCOc1ccc2ncc(F)c(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1	*	5.1
NCCCN(Cc1cncn1Cc2ccc(cc2)C#N)[C@H]3CCN(Cc4ccccc4)C3=O	*	6.32
NCCCOc1ccc2ncc(F)c(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1	*	5.1
NCCCP(=O)(O)O	6.8	*
NCCN1C(=O)C(=Nc2cncnc12)CCc3ccccc3	4.8	*
NCCN1C(=O)c2ccccc2[C@@]1(O)c3ccc(Cl)cc3	5.2	*
NCCNC(=O)c1ncsc1c2cccc(F)c2	4.5	*
NCCNS(=O)(=O)c1ccc(N)cc1	5.3	*
NCCNS(=O)(=O)c1cccc2c(Cl)cccc12	4.8	*
NCCNS(=O)(=O)c1cccc2cnccc12	4.4	*
NCCOB(c1ccccc1)c2ccccc2	4.9	*
NCCOc1ccc2ncc(F)c(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1	*	4.76
NCCS	6	*
NCCSC(c1ccccc1)c2ccccc2	5.5	*
NCCSc1nc2ccccc2s1	5.5	*
NCCSCc1ccccc1Cl	5.5	*
NN=C(N)N	4.8	*
Nn1nnc2ccccc12	5.2	*
NNC(=O)C1=NN(C=CC1=O)c2ccc(Cl)cc2	4.6	*
NNC(=O)c1cc2CCCCCCc2s1	5.7	*
NNC(=O)c1ccc(O)cc1	5.3	*
NNC(=O)c1ccc(OCc2nc3ccccc3[nH]2)cc1	6.2	*
NNC(=O)c1ccncc1	4.8	*
NNC(=O)c1cn2ccccc2n1	4.9	*
NNC(=O)Cc1cccnc1	5.5	*
NNC(=O)CCc1ccc2ccc3ccccc3c2c1	6.4	*
NNC(=O)CCSc1ccccc1	5.4	*
NNC(=O)CNC(c1ccccc1)c2cc(Br)ccc2NC(=O)c3ccccc3Br	6.1	*
NNC(=O)CNc1cccc(Br)c1	5.6	*
NNC(NN)NN.n1n[nH]c(n1)c2nnn[nH]2	5.4	*
NNc1ccccc1	6.05	*
NNc1nc(cc(n1)c2ccccc2O)c3ccccc3	4.9	*
NNc1nncc2ccccc12	4.9	*
NNCc1cccc(O)c1	4.6	*
NNCCc1ccccc1	5.1	*
NNCCc1ccccc1.OS(=O)(=O)O	5.2	*
NS(=O)(=O)c1cc2c(cc1Cl)N=C(CSCc3ccccc3)NS2(=O)=O	4.6	*
NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O	5	*
NS(=O)(=O)c1cc2c(N[C@H](Cc3ccccc3)NS2(=O)=O)cc1C(F)(F)F	4.9	*
