smiles	CYP3A4	hERG_pIC50
NS(=O)(=O)c1cc2c(N[C@H](NS2(=O)=O)[C@@H]3C[C@H]4C[C@@H]3C=C4)cc1Cl	4.8	*
NS(=O)(=O)c1cc2c(NC(Cc3ccccc3)NS2(=O)=O)cc1C(F)(F)F	4.4	*
NS(=O)(=O)c1cc2c(NC(CSCC=C)NS2(=O)=O)cc1Cl	4.4	*
NS(=O)(=O)c1ccc(cc1)\N=C/2\SC(CC(=O)Nc3ccccc3)C(=O)N2CC=C	5.25	*
NS(=O)(=O)c1ccc(cc1)N=Nc2cc3ccccc3c(C(=O)O)c2O	5.5	*
NS(=O)(=O)c1ccc(cc1)N=Nc2nc3c(O)nc(O)nc3[nH]2	6.2	*
NS(=O)(=O)c1ccc(cc1)N=Nc2ncccc2O	5.4	*
NS(=O)(=O)c1ccc(CCNC(=O)C2CCCN2C(=O)OCc3ccccc3)cc1	4.9	*
NS(=O)(=O)c1ccc(CCNC(=O)CSc2ccccc2)cc1	4.8	*
NS(=O)(=O)c1ccc(CNC(=O)\C=C\c2c(Cl)cccc2Cl)cc1	4.8	*
NS(=O)(=O)c1ccc(NCc2ccccc2OCc3ccccc3F)cc1	4.8	*
NS(=O)(=O)c1ccc(OCCCCN2CCCCC2)cc1	*	4.87
NS(=O)(=O)c1ccc(OCCCN2CCCCC2)cc1	*	4.03
NS(=O)(=O)c1ccc(OCCN2CCCCC2)cc1	*	4.62
NS(=O)(=O)c1cccc(c1)c2n[nH]c3ccc(NC(=O)C(N4CCCC4)c5ccsc5)cc23	5.4	*
O.[Cl-].COc1cc2cc[n+]3c(C)c4cc(OC)c(OC)cc4cc3c2cc1OC	5	*
O.[Na+].Cc1ccc(Cl)c(Nc2ccccc2C(=O)[O-])c1Cl	4.9	*
O.Br.Nc1nc(cs1)c2ccccc2	4.7	*
O.Cl.C[C@@H]1CN[C@@H](C2CC2)C(=O)N(C)[C@H](C)C(=O)N[C@H](Cc3ccc(F)cc3)C(=O)NCCCc4ccccc4O1	5.62	*
O.Cl.CCOC(=O)c1[nH]cc2C(C3=C(CNCC3=O)Nc12)c4oc(Sc5nc6ccccc6[nH]5)cc4	6.77	*
O.Cl.Cl.CN(C)C\C=C(/c1ccc(Br)cc1)\c2cccnc2	4.9	*
O.CN1Cc2c3OCOc3ccc2[C@@H]4[C@@H](O)Cc5cc6OCOc6cc5[C@H]14	5.3	*
O.COc1cc2cc[n+]3cc4c(OC)c(OC)ccc4cc3c2cc1OC	4.7	*
O.COc1ccc(cc1C(=O)NCc2cccnc2)C(=O)NCc3cccnc3	5.5	*
O.O.Cl.Cl.CCN(CC)CCC[C@H](C)Nc1c2ccc(Cl)cc2nc3ccc(OC)cc13	5.6	*
O.O.Cl.COc1ccc2c3CCN=C(C)c3[nH]c2c1	5.6	*
O.O.O.[Cl-].CN(C)c1ccc2N=C3C=CC(=[N+](C)C)C=C3Sc2c1	4.8	*
O.O.O.CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@]3(C)[C@@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c6ccccc6)C(=C([C@@H](O)C3=O)C5(C)C)C	5.7	*
O.O.OC1=C(Oc2cc(O)cc(O)c2C1=O)c3ccc(O)c(O)c3	4.9	*
O[C@@](Cn1cnnn1)(c2ccc(F)cc2F)C(F)(F)c3ccc(cn3)c4ccc(cc4)C(F)(F)F	4.27	*
O[C@@](Cn1cnnn1)(c2ccc(F)cc2F)C(F)(F)c3ccc(cn3)c4ccc(Cl)cc4	4.44	*
O[C@@](Cn1cnnn1)(c2ccc(F)cc2F)C(F)(F)c3ccc(cn3)c4ccc(OC(F)(F)F)cc4	4.1	*
O[C@@](Cn1cnnn1)(c2ccc(F)cc2F)C(F)(F)c3ccc(cn3)c4ccc(OCC(F)(F)F)cc4	4.19	*
O[C@@]1(CC[C@@H](CC1)N2CC(C2)NC(=O)CNC(=O)c3cccc(c3)C(F)(F)F)c4ccc(F)cc4	*	5.55
O[C@@]1(CC[C@@H](CC1)N2CC(C2)NC(=O)CNC(=O)c3cccc(c3)C(F)(F)F)c4ccc5CCOc5c4	*	4.93
O[C@@]1(CC[C@@H](CC1)N2CC(C2)NC(=O)CNC(=O)c3cccc(c3)C(F)(F)F)c4ccc5OCOc5c4	*	4.87
O[C@@]1(CC[C@@H](CC1)N2CC(C2)NC(=O)CNC(=O)c3cccc(c3)C(F)(F)F)c4cccc(c4)C#N	*	5.82
O[C@@]1(CC[C@@H](CC1)N2CC(C2)NC(=O)CNC(=O)c3cccc(c3)C(F)(F)F)c4ccccc4	*	5
O[C@@]1(CC[C@@H](CC1)N2CC(C2)NC(=O)CNC(=O)c3cccc(c3)C(F)(F)F)c4cccnc4	*	4.46
O[C@@]1(CC[C@H](CC1)N[C@H]2CCN(C2)C(=O)C3CCN(CC3)c4cc(ccn4)C(F)(F)F)c5ccc(cn5)c6ncccn6	*	4.55
O[C@@]1(CC[C@H](CC1)N[C@H]2CCN(C2)C(=O)C3CCN(CC3)c4cccc(c4)C(F)(F)F)c5ccc(cn5)c6ncccn6	*	5.05
O[C@@]1(CC[C@H](CC1)N[C@H]2CCN(C2)C(=O)C3CCN(CC3)c4cccc(n4)C(F)(F)F)c5ccc(cn5)c6ncccn6	*	5
O[C@@]1(CC[C@H](CC1)N[C@H]2CCN(C2)C(=O)C3CCN(CC3)c4nccc(n4)C(F)(F)F)c5ccc(cn5)c6ncccn6	*	4.59
O[C@@]1(CC[C@H](CC1)N[C@H]2CCN(C2)C(=O)CNC(=O)c3cccc(c3)C(F)(F)F)c4ccc(cn4)c5cccnc5	*	4.52
O[C@@]1(CC[C@H](CC1)N[C@H]2CCN(C2)C(=O)CNC(=O)c3cccc(c3)C(F)(F)F)c4ccc(cn4)c5ccncc5	*	4.89
O[C@@]1(CC[C@H](CC1)N[C@H]2CCN(C2)C(=O)CNC(=O)c3cccc(c3)C(F)(F)F)c4ccc(cn4)c5ncccn5	*	4.7
O[C@@]1(CC[C@H](CC1)N2CC(C2)NC(=O)CNC(=O)c3cccc(c3)C(F)(F)F)c4ccc(F)nc4	*	5
O[C@@]1(CC[C@H](CC1)N2CC(C2)NC(=O)CNC(=O)c3cccc(c3)C(F)(F)F)c4ccc(nc4)C#N	*	4.9
O[C@@]1(CC[C@H](CC1)N2CC(C2)NC(=O)CNC(=O)c3cccc(c3)C(F)(F)F)c4ccc(OC5CCC5)nc4	*	5.01
O[C@@]1(CC[C@H](CC1)N2CC(C2)NC(=O)CNC(=O)c3cccc(c3)C(F)(F)F)c4ccc(OCC(F)(F)F)nc4	*	5.16
O[C@@]1(CC[C@H](CC1)N2CC(C2)NC(=O)CNC(=O)c3cccc(c3)C(F)(F)F)c4cccs4	*	4.57
O[C@@]1(CC[C@H](CC1)N2CC(C2)NC(=O)CNC(=O)c3cccc(c3)C(F)(F)F)c4ccns4	*	4.62
O[C@@]1(CC[C@H](CC1)N2CC(C2)NC(=O)CNC(=O)c3cccc(c3)C(F)(F)F)c4cncnc4	*	4.36
O[C@@]1(CC[C@H](CC1)N2CC(C2)NC(=O)CNC(=O)c3cccc(c3)C(F)(F)F)c4nc5ccccc5s4	*	5.21
O[C@@]1(CC[C@H](CC1)N2CC(C2)NC(=O)CNC(=O)c3cccc(c3)C(F)(F)F)c4nccs4	*	4.5
O[C@@]1(CC[C@H](CC1)N2CC(C2)NC(=O)CNc3cc(nc4ccc(cc34)C(F)(F)F)C#N)c5cncs5	*	4.46
O[C@@]1(CC[C@H](CC1)N2CC(C2)NC(=O)CNc3cc(nc4ccc(cc34)C(F)(F)F)C(F)(F)F)c5cncs5	*	4.44
O[C@@]1(CC[C@H](CC1)N2CC(C2)NC(=O)CNc3ccnc4ccc(cc34)C(F)(F)F)c5cncs5	*	4.95
O[C@@]1(CC[C@H](CC1)N2CC(C2)NC(=O)CNc3nc(nc4ccc(cc34)C(F)(F)F)C(F)(F)F)c5cncs5	*	4.49
O[C@@]1(CC[C@H](CC1)N2CC(C2)NC(=O)CNc3nccc4ccc(cc34)C(F)(F)F)c5cncs5	*	4.48
O[C@@]1(CC[C@H](CC1)N2CC(C2)NC(=O)CNc3ncnc4ccc(cc34)C(F)(F)F)c5ccccc5	*	4.77
O[C@@]1(CC[C@H](CC1)N2CC(C2)NC(=O)CNc3ncnc4ccc(cc34)C(F)(F)F)c5ccns5	*	4.55
O[C@@]1(CC23CCC(CC2)(CO3)NC\C(=C/c4cc(F)ccc4F)\F)CN5C(=O)C=Cc6ncc(F)c1c56	*	7.8
O[C@@]1(CC23CCC(CC2)(CO3)NC\C(=C\c4cc(F)ccc4F)\F)CN5C(=O)C=Cc6ncc(F)c1c56	*	7.8
O[C@@]1(CC23CCC(CC2)(CO3)NC\C=C\c4c(F)cccc4F)CN5C(=O)C=Cc6ncc(F)c1c56	*	7.5
O[C@@]1(CC23CCC(CC2)(CO3)NC\C=C\c4cc(F)ccc4F)CN5C(=O)C=Cc6ncc(F)c1c56	*	8.1
O[C@@]1(CC23CCC(CC2)(CO3)NC\C=C\c4ccc(F)cc4)CN5C(=O)C=Cc6ncc(F)c1c56	*	7.19
O[C@@]1(CC23CCC(CC2)(CO3)NC\C=C\c4ccccc4)CN5C(=O)C=Cc6ncc(F)c1c56	*	7.19
O[C@@]1(CC23CCC(CC2)(CO3)NC\C=C\c4ccccn4)CN5C(=O)C=Cc6ncc(F)c1c56	*	7.19
O[C@@]1(CC23CCC(CC2)(CO3)NCc4c(Cl)cc5OCCOc5c4Cl)CN6C(=O)C=Cc7ncc(F)c1c67	*	4.52
O[C@@]1(CC23CCC(CC2)(CO3)NCc4cc(on4)c5cccs5)CN6C(=O)C=Cc7ncc(F)c1c67	*	7.8
O[C@@]1(CC23CCC(CC2)(CO3)NCc4cc5NC(=O)COc5cn4)CN6C(=O)C=Cc7ncc(F)c1c67	*	4.52
O[C@@]1(CC23CCC(CC2)(CO3)NCc4cc5OCCOc5c(Cl)c4Cl)CN6C(=O)C=Cc7ncc(F)c1c67	*	4.5
O[C@@]1(CC23CCC(CC2)(CO3)NCc4cc5OCCOc5cn4)CN6C(=O)C=Cc7ncc(F)c1c67	*	5.59
O[C@@]1(CC23CCC(CC2)(CO3)NCc4cc5SCOc5cn4)CN6C(=O)C=Cc7ncc(F)c1c67	*	4.47
O[C@@]1(CC23CCC(CC2)(CO3)NCc4ccc5OC(F)(F)Oc5c4)CN6C(=O)C=Cc7ncc(F)c1c67	*	4.55
O[C@@]1(CC23CCC(CC2)(CO3)NCc4ccc5OCC(=O)Nc5c4)CN6C(=O)C=Cc7ncc(F)c1c67	*	5.14
O[C@@]1(CC23CCC(CC2)(CO3)NCc4ccc5OCC(=O)Nc5n4)CN6C(=O)C=Cc7ncc(Cl)c1c67	*	4.27
O[C@@]1(CC23CCC(CC2)(CO3)NCc4ccc5OCCOc5c4)CN6C(=O)C=Cc7ncc(F)c1c67	*	4.78
O[C@@]1(CC23CCC(CC2)(CO3)NCc4ccc5SCC(=O)Nc5n4)CN6C(=O)C=Cc7ncc(F)c1c67	*	4.59
O[C@@]1(CC23CCC(CC2)(CO3)NCc4nc5NC(=O)COc5cc4Cl)CN6C(=O)C=Cc7ncc(F)c1c67	*	4.56
O[C@@]1(CC23CCC(CC2)(CO3)NCc4nc5NC(=O)COc5cc4OC(=O)c6ccccc6)CN7C(=O)C=Cc8ncc(F)c1c78	*	4.52
O[C@@]1(CC23CCC(CC2)(CO3)NCc4ncc5OCC(=O)Nc5n4)CN6C(=O)C=Cc7ncc(F)c1c67	*	4.52
O[C@@]1(CC23CCC(CC2)(CO3)NCCCc4cc(F)ccc4F)CN5C(=O)C=Cc6ncc(F)c1c56	*	7.5
O[C@@]1(CC23CCC(CC2)(CO3)NCOc4cc(F)ccc4F)CN5C(=O)C=Cc6ncc(F)c1c56	*	7.19
O[C@@]1(CCNC[C@@H]1C(=O)N(Cc2c[nH]c3cccc(Br)c23)C4CC4)c5ccc(F)c(F)c5	*	6.34
O[C@@]1(CCNC[C@@H]1C(=O)N(Cc2c[nH]c3cccc(Cl)c23)C4CC4)c5ccc(F)c(F)c5	*	6.04
O[C@@]1(CCNC[C@@H]1C(=O)N(Cc2c[nH]c3cccc(F)c23)C4CC4)c5ccc(F)c(F)c5	*	5.85
O[C@@]1(CCNC[C@@H]1C(=O)N(Cc2cccc(Cl)c2Cl)C3CC3)c4ccc(F)c(F)c4	*	6.17
O[C@@]1(CCNC[C@@H]1C(=O)N(Cc2cn(Cc3ccc(F)c(F)c3)c4cccc(F)c24)C5CC5)c6ccc(F)c(F)c6	*	6.52
O[C@@]1(CCNC[C@@H]1C(=O)N(Cc2cn(Cc3ccc(OC(F)F)cc3)c4cccc(F)c24)C5CC5)c6ccc(F)c(F)c6	*	6.8
O[C@@]1(CCNC[C@@H]1C(=O)N(Cc2cn(Cc3cccc(F)c3)c4cccc(F)c24)C5CC5)c6ccc(F)c(F)c6	*	6.6
O[C@@]1(CCNC[C@@H]1C(=O)N(Cc2cn(Cc3cccc(OC(F)F)c3)c4cccc(F)c24)C5CC5)c6ccc(F)c(F)c6	*	6.52
O[C@@]1(CCNC[C@@H]1C(=O)N(Cc2cn(Cc3ccccc3)c4cccc(F)c24)C5CC5)c6ccc(F)c(F)c6	*	6.6
O[C@@]1(CCNC[C@@H]1C(=O)N(Cc2cn(Cc3ccccc3OC(F)F)c4cccc(F)c24)C5CC5)c6ccc(F)c(F)c6	*	6.62
O[C@@]1(CCNC[C@@H]1C(=O)N(Cc2cn(Cc3cccnc3)c4cccc(F)c24)C5CC5)c6ccc(F)c(F)c6	*	6.47
O[C@@]1(CCNC[C@@H]1C(=O)N(Cc2cn(Cc3ccncc3)c4cccc(F)c24)C5CC5)c6ccc(F)c(F)c6	*	5.96
O[C@@]1(CCNC[C@@H]1C(=O)N(Cc2cn(Cc3ccon3)c4cccc(F)c24)C5CC5)c6ccc(F)c(F)c6	*	6.05
O[C@@]1(CCNC[C@@H]1C(=O)N(Cc2cn(Cc3conc3)c4cccc(F)c24)C5CC5)c6ccc(F)c(F)c6	*	6.21
O[C@@]1(CCNC[C@@H]1C(=O)N(Cc2cn(Cc3occn3)c4cccc(F)c24)C5CC5)c6ccc(F)c(F)c6	*	5.96
O[C@@]1(CCNC[C@@H]1c2cc(on2)c3c(Cl)cccc3Cl)c4ccc(F)c(F)c4	4.77	5.01
O[C@@]1(CCNC[C@@H]1c2onc(c2)c3c(Cl)cccc3Cl)c4ccc(F)c(F)c4	5.1	5.55
O[C@@]1(CCNC[C@@H]1c2onc(c2)c3ccc(F)cc3Br)c4ccc(F)c(F)c4	5.52	5.77
O[C@@]1(CCNC[C@@H]1c2onc(c2)c3ccc(F)cc3Cl)c4ccc(F)c(F)c4	5.16	5.47
O[C@@]1(CCNC[C@@H]1c2onc(c2Br)c3c(Cl)cccc3Cl)c4ccc(F)c(F)c4	4.82	5.41
O[C@@]1(CCNC[C@@H]1c2onc(c2Br)c3cccc(Cl)c3Cl)c4ccc(F)c(F)c4	4.72	*
O[C@@]1(CCNC[C@@H]1c2onc(c2Br)c3cccc4ccccc34)c5ccc(F)c(F)c5	*	5.38
O[C@@]1(CCNC[C@@H]1c2onc(c2Br)c3ccccc3Cl)c4ccc(F)c(F)c4	4.75	5.21
O[C@@H]([C@H]1CC[C@@H](Cc2ccc(cc2)C(=O)N3C[C@@H]4[C@H](C3)[C@H]4c5ocnn5)N1)c6ccccc6	*	4.26
O[C@@H]([C@H]1CC[C@@H](Cc2ccc(cc2)C(=O)N3CCC4(CCOC4=O)CC3)N1)c5ccccc5	*	4.34
O[C@@H]([C@H]1CC[C@@H](Cc2ccc(NC(=O)[C@@H]3CCc4scnc34)cc2)N1)c5cccnc5	*	5.22
O[C@@H]([C@H]1CC[C@@H](Cc2ccc(NC(=O)CN3C=Nc4ccccc4C3=O)cc2)N1)c5ccccc5	4.02	5.7
O[C@@H](C(=O)N1CCC(CC1)Nc2ccc3[nH]ncc3c2)c4ccccc4	6	*
O[C@@H](C(=O)N1CCN(CC1)c2ccc3[nH]ncc3c2)c4cccc(Cl)c4	5.46	*
O[C@@H](C(=O)N1CCN(CC1)c2ccc3[nH]ncc3c2)c4ccccc4	5	*
O[C@@H](C(=O)N1CCN(CC1)c2ccc3[nH]ncc3c2)c4ccccc4Cl	5.1	*
O[C@@H](C(=O)N1N=CC[C@H]1C(=O)NCc2cc(Cl)ccc2n3cnnn3)c4ccccc4	4.55	*
O[C@@H](C[C@@H](Cc1ccccc1)C(=O)N[C@@H]2[C@H](O)COc3ccccc23)CN4CCN(Cc5oc(cc5)c6ccccn6)C[C@H]4C(=O)NCC(F)(F)F	5.28	*
O[C@@H](C[C@@H](Cc1ccccc1)C(=O)N[C@@H]2[C@H](O)COc3ccccc23)CN4CCN(Cc5oc(cc5)c6cccnc6)C[C@H]4C(=O)NCC(F)(F)F	6.36	*
O[C@@H](C[C@@H](Cc1ccccc1)C(=O)N[C@@H]2[C@H](O)COc3ccccc23)CN4CCN(Cc5oc(cc5)c6ccncc6)C[C@H]4C(=O)NCC(F)(F)F	6.5	*
O[C@@H](C[C@@H](Cc1cccnc1)C(=O)N[C@@H]2[C@H](O)COc3ccccc23)CN4CCN(CC5=CC6C=CSC6S5)C[C@H]4C(=O)NCC(F)(F)F	6.51	*
O[C@@H](C[C@@H](Cc1cccnc1)C(=O)N[C@@H]2[C@H](O)COc3ccccc23)CN4CCN(Cc5ccn(c5)c6ccc(Cl)cc6)C[C@H]4C(=O)NCC(F)(F)F	7.3	*
O[C@@H](C[C@@H](Cc1cccnc1)C(=O)N[C@@H]2[C@H](O)COc3ccccc23)CN4CCN(Cc5ccn(c5)c6ccc(F)c(F)c6F)C[C@H]4C(=O)NCC(F)(F)F	7.3	*
O[C@@H](C[C@@H](Cc1cccnc1)C(=O)N[C@@H]2[C@H](O)COc3ccccc23)CN4CCN(Cc5ccn(c5)c6cccc(Cl)c6)C[C@H]4C(=O)NCC(F)(F)F	7.1	*
O[C@@H](C[C@@H](Cc1cccnc1)C(=O)N[C@@H]2[C@H](O)COc3ccccc23)CN4CCN(Cc5ccn(c5)c6ccccc6)C[C@H]4C(=O)NCC(F)(F)F	6.4	*
O[C@@H](C[C@@H](Cc1cccnc1)C(=O)N[C@@H]2[C@H](O)COc3ccccc23)CN4CCN(Cc5oc(cc5)c6ccccc6)C[C@H]4C(=O)NCC(F)(F)F	6.37	*
O[C@@H](C[C@@H](Cc1cccnc1)C(=O)N[C@@H]2[C@H](O)COc3ccccc23)CN4CCN(Cc5oc6c(Cl)cccc6c5)C[C@H]4C(=O)NCC(F)(F)F	6.3	*
O[C@@H](C[C@@H](Cc1cccnc1)C(=O)N[C@@H]2[C@H](O)COc3ccccc23)CN4CCN(Cc5oc6ccccc6c5)C[C@H]4C(=O)NCC(F)(F)F	6.32	*
O[C@@H](C[C@@H](Cc1ccncc1)C(=O)N[C@@H]2[C@H](O)COc3ccccc23)CN4CCN(CC5=CC6C=CSC6S5)C[C@H]4C(=O)NCC(F)(F)F	6.33	*
O[C@@H](C[C@@H](Cc1ccncc1)C(=O)N[C@@H]2[C@H](O)COc3ccccc23)CN4CCN(Cc5oc(cc5)c6ccccc6)C[C@H]4C(=O)NCC(F)(F)F	5.82	*
O[C@@H](C[C@@H](Cc1ccncc1)C(=O)N[C@@H]2[C@H](O)COc3ccccc23)CN4CCN(Cc5oc6ccccc6c5)C[C@H]4C(=O)NCC(F)(F)F	5.66	*
O[C@@H](C1=C\C(=C/c2ccncc2)\c3ccccc13)c4ccncc4	6.1	*
O[C@@H](C1CC1)C(=O)N2CC(=C[C@H]2c3cccc(O)c3)c4cc(F)ccc4F	*	4.75
O[C@@H](C1CC1)C(=O)N2CC(=C[C@H]2c3ccccc3)c4cc(F)ccc4F	*	4.96
O[C@@H](Cc1ccncc1)C(Cl)(Cl)Cl	5.2	*
O[C@@H](CN1CCC(O)(CC1)c2cccc(F)c2)c3ccc4NC(=O)CCc4c3	*	5.96
O[C@@H](CNCCc1ccc(NS(=O)(=O)c2ccc(cc2)c3nc(cs3)c4ccc(cc4)C(F)(F)F)cc1)c5cccnc5	5.03	6.66
O[C@@H](COc1ccc(cc1)C(F)(F)F)CN2CCN(Cc3ccc(Cl)c(Cl)c3)CC2	*	5.04
O[C@@H](COc1ccc(F)cc1)CN2CCN(Cc3ccc(Cl)c(Cl)c3)CC2	*	6.06
O[C@@H](COCc1ccccc1)C2=CCCCC2=O	5.5	*
O[C@@H](COCc1occc1)CO\N=C/2\C[C@@H](O)[C@@H](O)[C@H]3[C@@H]2CC[C@@H]4[C@@H]3C(=O)N(C4=O)c5ccc(F)cc5F	5.5	*
O[C@@H](COCc1occc1)CO\N=C/2\C[C@@H](O)[C@@H](O)[C@H]3[C@@H]2CC[C@H]4[C@H]3C(=O)N(C4=O)c5cccc(Oc6ccccc6)c5	5.5	*
O[C@@H](COCc1occc1)CO\N=C/2\C[C@@H](O)[C@@H](O)[C@H]3[C@@H]2CC[C@H]4[C@H]3C(=O)N(C5CCCCC5)C4=O	5.4	*
O[C@@H](COCc1occc1)CO\N=C/2\C[C@@H](O)[C@@H](O)[C@H]3[C@@H]2CC[C@H]4[C@H]3C(=O)N(Cc5ccc6OCOc6c5)C4=O	5.5	*
O[C@@H](COCc1occc1)CO\N=C/2\C[C@@H](O)[C@@H](O)[C@H]3[C@@H]2CC[C@H]4[C@H]3C(=O)N(Cc5ccccc5)C4=O	5.4	*
O[C@@H](COCc1occc1)CO\N=C/2\C[C@@H](O)[C@@H](O)[C@H]3[C@H]2CC[C@@H]4[C@@H]3C(=O)N(C4=O)c5ccc(F)cc5F	5.5	*
O[C@@H](COCc1occc1)CO\N=C/2\C[C@@H](O)[C@@H](O)[C@H]3[C@H]2CC[C@H]4[C@H]3C(=O)N(C4=O)c5cccc(Oc6ccccc6)c5	5.1	*
O[C@@H](COCc1occc1)CO\N=C/2\C[C@@H](O)[C@@H](O)[C@H]3[C@H]2CC[C@H]4[C@H]3C(=O)N(C5CCCCC5)C4=O	5.3	*
O[C@@H](COCc1occc1)CO\N=C/2\C[C@@H](O)[C@@H](O)[C@H]3[C@H]2CC[C@H]4[C@H]3C(=O)N(Cc5ccc6OCOc6c5)C4=O	5.5	*
O[C@@H](COCc1occc1)CO\N=C/2\C[C@@H](O)[C@@H](O)[C@H]3[C@H]2CC[C@H]4[C@H]3C(=O)N(Cc5ccccc5)C4=O	5.5	*
O[C@@H](COCc1occc1)CO\N=C\2/[C@@H]3CCN4N([C@H]3[C@H](O)[C@H]5O[C@H]25)C(=O)N(Cc6cc7OCOc7cc6Cl)C4=O	5.4	*
O[C@@H]1[C@@H](COC(=O)\C=C/c2ccc(O)cc2)O[C@@H](OC3=C(Oc4cc(O)cc(O)c4C3=O)c5ccc(O)cc5)[C@H](O)[C@H]1O	6.16	*
O[C@@H]1[C@@H](COC(=O)\C=C\c2ccc(O)cc2)O[C@@H](OC3=C(Oc4cc(O)cc(O)c4C3=O)c5ccc(O)cc5)[C@H](O)[C@H]1O	6.16	*
O[C@@H]1[C@@H](Oc2cc(O)cc(O)c2C1=O)c3ccc(O)c(O)c3	5	*
O[C@@H]1[C@@H]2O[C@@H]2C(=O)C3=CC[C@@H]4[C@@H]([C@H]13)C(=O)N(Cc5ccc6OCOc6c5)C4=O	5.3	*
O[C@@H]1[C@H]2O[C@@H]2\C(=N\OCc3ccccc3)\[C@@H]4CCN5N([C@@H]14)C(=O)N(Cc6cc7OCOc7cc6Cl)C5=O	5.4	*
O[C@@H]1[C@H]2O[C@@H]2C(=O)[C@@H]3CCN4N([C@@H]13)C(=O)N(Cc5cc6OCOc6cc5Cl)C4=O	5.5	*
O[C@@H]1C[C@@H](COc2ccc3ncc(F)c(CCC45CCC(CC4)(CO5)NCc6ccc7OCC(=O)Nc7n6)c3n2)C[C@@H]1O	*	5.51
O[C@@H]1C[C@H](COc2ccc3ncc(F)c(CCC45CCC(CC4)(CO5)NCc6ccc7OCC(=O)Nc7n6)c3n2)C[C@@H]1O	*	5.57
O[C@@H]1C\C(=N\NC(=O)OCc2ccccc2)\[C@@H]3CC[C@@H]4[C@@H]([C@H]3[C@@H]1O)C(=O)N(C4=O)c5ccc(F)cc5F	5.4	*
O[C@@H]1C\C(=N\NC(=O)OCc2ccccc2)\[C@@H]3CC[C@H]4[C@H]([C@H]3[C@@H]1O)C(=O)N(Cc5ccc6OCOc6c5)C4=O	5.9	*
O[C@@H]1C\C(=N\NC(=O)OCc2ccccc2)\[C@H]3CC[C@@H]4[C@@H]([C@H]3[C@@H]1O)C(=O)N(C4=O)c5ccc(F)cc5F	5.4	*
O[C@@H]1C\C(=N\NC(=O)OCc2ccccc2)\[C@H]3CC[C@H]4[C@H]([C@H]3[C@@H]1O)C(=O)N(C4=O)c5cccc(Oc6ccccc6)c5	5.4	*
O[C@@H]1C\C(=N\NC(=O)OCc2ccccc2)\[C@H]3CC[C@H]4[C@H]([C@H]3[C@@H]1O)C(=O)N(C5CCCCC5)C4=O	5.2	*
O[C@@H]1C\C(=N\NC(=O)OCc2ccccc2)\[C@H]3CC[C@H]4[C@H]([C@H]3[C@@H]1O)C(=O)N(Cc5ccc6OCOc6c5)C4=O	5.4	*
O[C@@H]1C\C(=N\OCc2ccccc2)\[C@@H]3CC[C@H]4[C@H]([C@H]3[C@@H]1O)C(=O)N(Cc5ccc6OCOc6c5)C4=O	5.7	*
O[C@@H]1C\C(=N\OCc2ccccc2)\[C@H]3CC[C@@H]4[C@@H]([C@H]3[C@@H]1O)C(=O)N(C4=O)c5ccc(F)cc5F	5.3	*
O[C@@H]1C\C(=N\OCc2ccccc2)\[C@H]3CC[C@H]4[C@H]([C@H]3[C@@H]1O)C(=O)N(Cc5ccc6OCOc6c5)C4=O	6	*
O[C@@H]1C\C(=N\OCc2ccccc2)\[C@H]3CC[C@H]4[C@H]([C@H]3[C@@H]1O)C(=O)N(Cc5ccccc5)C4=O	5.4	*
O[C@@H]1C\C(=N\OCCCC#C)\[C@@H]2CC[C@@H]3[C@@H]([C@H]2[C@@H]1O)C(=O)N(C3=O)c4ccc(F)cc4F	5.5	*
O[C@@H]1C\C(=N\OCCCC#C)\[C@@H]2CC[C@H]3[C@H]([C@H]2[C@@H]1O)C(=O)N(C[C@@H]4CCCO4)C3=O	5.4	*
O[C@@H]1C\C(=N\OCCCC#C)\[C@@H]2CC[C@H]3[C@H]([C@H]2[C@@H]1O)C(=O)N(C3=O)c4cccc(Oc5ccccc5)c4	5.5	*
O[C@@H]1C\C(=N\OCCCC#C)\[C@@H]2CC[C@H]3[C@H]([C@H]2[C@@H]1O)C(=O)N(C4CCCCC4)C3=O	5.5	*
O[C@@H]1C\C(=N\OCCCC#C)\[C@@H]2CC[C@H]3[C@H]([C@H]2[C@@H]1O)C(=O)N(Cc4ccc5OCOc5c4)C3=O	6.3	*
O[C@@H]1C\C(=N\OCCCC#C)\[C@H]2CC[C@@H]3[C@@H]([C@H]2[C@@H]1O)C(=O)N(C3=O)c4ccc(F)cc4F	5.4	*
O[C@@H]1C\C(=N\OCCCC#C)\[C@H]2CC[C@H]3[C@H]([C@H]2[C@@H]1O)C(=O)N(C[C@@H]4CCCO4)C3=O	5.2	*
O[C@@H]1C\C(=N\OCCCC#C)\[C@H]2CC[C@H]3[C@H]([C@H]2[C@@H]1O)C(=O)N(C3=O)c4cccc(Oc5ccccc5)c4	5.4	*
O[C@@H]1C\C(=N\OCCCC#C)\[C@H]2CC[C@H]3[C@H]([C@H]2[C@@H]1O)C(=O)N(C4CCCCC4)C3=O	5.4	*
